"scen","resp_bias","resp_rate","mean_SE","MARE","RRMSE"
"1","0.8","0.2",223.49215575675,0.109583994148306,0.126303048145293
"1","0.8","0.4",137.17962718928,0.0992627807658019,0.109275221789808
"1","0.8","0.6",92.2862343326779,0.0671281353582224,0.0737821665146576
"1","0.8","0.8",56.9691596624716,0.0362247361321893,0.0412268598017833
"1","0.8","0.9",37.7482602336094,0.0194244873588011,0.0222370235396391
"1","0.8","1",0,0,0
"1","0.9","0.2",225.136613889856,0.0917064720744105,0.109235935356637
"1","0.9","0.4",139.489358533578,0.0557807746784035,0.0667605996535296
"1","0.9","0.6",94.614156709609,0.0399530379020131,0.0477015720235777
"1","0.9","0.8",59.2535732894702,0.0213960412162292,0.0263368043244628
"1","0.9","0.9",39.7087097608137,0.0125486117602401,0.0155817589101949
"1","0.9","1",0,0,0
"1","1","0.2",227.6352087628,0.0571595556606921,0.0720934791375125
"1","1","0.4",141.53498120071,0.044336076454034,0.0546628235392813
"1","1","0.6",96.3459733056963,0.0297459021336843,0.0376347983757612
"1","1","0.8",61.320832751842,0.0183965750758031,0.0221283514424202
"1","1","0.9",42.0218476129974,0.0110070873002193,0.0134057755809113
"1","1","1",0,0,0
"1","1.1","0.2",225.627293896566,0.0734507773386835,0.0936394480780321
"1","1.1","0.4",143.180679749801,0.0514662003472129,0.0626130825480965
"1","1.1","0.6",99.1857073759363,0.0386815584310288,0.0458241429822856
"1","1.1","0.8",63.1831099953227,0.0236582050524356,0.0275520837300697
"1","1.1","0.9",43.3711169277853,0.0141460947553441,0.0176045886900093
"1","1.1","1",0,0,0
"1","1.2","0.2",227.35731189409,0.116851429047612,0.133125673846078
"1","1.2","0.4",144.142783466536,0.0928577897117285,0.106715678049551
"1","1.2","0.6",101.031621784644,0.0681080723023051,0.0769266366043678
"1","1.2","0.8",65.3366223000811,0.035721397984011,0.039936881698708
"1","1.2","0.9",45.0170419921167,0.021595597841847,0.0256685115218383
"1","1.2","1",0,0,0
"1","1.3","0.2",225.591003081305,0.164218871651833,0.180058740344804
"1","1.3","0.4",144.715533022566,0.130174996492718,0.138740020609054
"1","1.3","0.6",101.71442340927,0.0917147456875498,0.0980985071366417
"1","1.3","0.8",66.4620771605634,0.0510642538094477,0.056294621964945
"1","1.3","0.9",46.1701172883325,0.0281876567105031,0.0329110222308437
"1","1.3","1",0,0,0
"1","1.4","0.2",224.126112628437,0.216291939628989,0.232736090282204
"1","1.4","0.4",144.931524588741,0.156993958168838,0.165525325243461
"1","1.4","0.6",103.115558310126,0.119659601722804,0.125197696825459
"1","1.4","0.8",67.6523136104168,0.0645102478634884,0.0687484617661706
"1","1.4","0.9",47.7073252386,0.0388927999079773,0.0418075967411815
"1","1.4","1",0,0,0
"2","1","0.2",128.774843083552,0.0373140820071405,0.0455021076606009
"2","1","0.4",85.8118230070931,0.0232143641911339,0.0291526193636357
"2","1","0.6",65.4244600130505,0.0208649218662339,0.0253642338300623
"2","1","0.8",52.4620783541508,0.0170077496118406,0.0206271663955515
"2","1","0.9",47.3614672948508,0.0134790672060039,0.0165629239873742
"2","1","1",42.9092022820519,0.0119395878073527,0.0149651350255415
"2","1.1","0.2",127.869712024303,0.0648502518296685,0.0742597249830874
"2","1.1","0.4",84.7674975541294,0.0612880679794759,0.0681628582348972
"2","1.1","0.6",64.6619620007186,0.0617034716561102,0.0651001212873072
"2","1.1","0.8",51.5779290341584,0.060799300468109,0.0630319422184112
"2","1.1","0.9",46.3809320142747,0.0603879687268739,0.0628836354630687
"2","1.1","1",42.8365270047294,0.0105059615540463,0.0138393800514703
"2","1.2","0.2",126.855622133226,0.120010808839696,0.12759804831093
"2","1.2","0.4",84.1278669156519,0.118725790097735,0.122355810140832
"2","1.2","0.6",63.7245387509695,0.119597130620313,0.121926013151835
"2","1.2","0.8",50.6447385519149,0.121896198313223,0.12289409989213
"2","1.2","0.9",46.3780867043134,0.07138149709906,0.0731711342659994
"2","1.2","1",42.8911697259949,0.0134799455302874,0.0173016659372222
"2","1.3","0.2",125.462760374782,0.175344582036826,0.180485478260127
"2","1.3","0.4",82.6950836107235,0.176085848277268,0.178151827986975
"2","1.3","0.6",62.5157855241229,0.172135061106463,0.17361958499339
"2","1.3","0.8",50.0816887739812,0.148690801792318,0.149855882209503
"2","1.3","0.9",46.311726499794,0.0686055952719781,0.0705268303211455
"2","1.3","1",42.9035683011665,0.0107446277861119,0.0134236401380789
"2","1.4","0.2",123.559328738206,0.219024214794076,0.223454211856291
"2","1.4","0.4",81.625891141943,0.225469359961094,0.227140672387167
"2","1.4","0.6",61.4478751386924,0.225301381879928,0.226289459913596
"2","1.4","0.8",50.1595149427221,0.147813308250644,0.148789336878847
"2","1.4","0.9",46.310141915463,0.0717993457026206,0.0734090679653417
"2","1.4","1",42.8686715835958,0.0121370351999698,0.0146364562129775
