"scen","resp_bias","resp_rate","mean_SE","MARE","RRMSE"
"3","1","0.2",193.88733110927,0.0453587820760865,0.0553020325439967
"3","1","0.4",136.001173563689,0.030258655341871,0.03745733682533
"3","1","0.6",106.436684271083,0.0214855433269228,0.0260957076410161
"3","1","0.8",83.8950347195935,0.0159290877916744,0.0198983201235121
"3","1","0.9",70.7453969659565,0.0134657285831669,0.0169802755029466
"3","1","1",42.8697223829638,0.0101347386900316,0.0130463839397862
"3","1.1","0.2",193.320457302976,0.0647539564890349,0.0816163008538518
"3","1.1","0.4",134.187472469788,0.0390349308675828,0.048743152250666
"3","1.1","0.6",104.395653601694,0.0275831905741793,0.0340227203871323
"3","1.1","0.8",78.2131696468605,0.0141124338607638,0.017867420496291
"3","1.1","0.9",54.5216713337129,0.0127535597803374,0.0158965337248796
"3","1.1","1",42.8699615461053,0.0138950342304724,0.0164001175433811
"3","1.2","0.2",190.3002495643,0.0989974890471801,0.11427945025571
"3","1.2","0.4",132.666471073378,0.0716356415465173,0.075962096612606
"3","1.2","0.6",101.906786347209,0.0377275602284967,0.0427610305195351
"3","1.2","0.8",66.9082660834912,0.0133986827897824,0.0171162593450596
"3","1.2","0.9",43.3217389867276,0.0114525732422147,0.0149562640275427
"3","1.2","1",42.8627585470239,0.0120428864279036,0.0143739527194666
"3","1.3","0.2",188.930345673599,0.140108324178766,0.151355671572267
"3","1.3","0.4",131.212062840598,0.094579436996278,0.101455584730747
"3","1.3","0.6",98.4000878595235,0.0447781779061972,0.0505045248976849
"3","1.3","0.8",43.6281381745627,0.0127436429150716,0.0158578162524237
"3","1.3","0.9",43.3258284794035,0.0118744029543839,0.0146264644773789
"3","1.3","1",42.8538979100109,0.0118546193879862,0.0148438280660857
"3","1.4","0.2",186.88171381478,0.168622030462627,0.179626205542217
"3","1.4","0.4",129.404622086975,0.111138252936936,0.115472765637059
"3","1.4","0.6",93.8106402176036,0.049194599972556,0.0532055162019023
"3","1.4","0.8",43.6650256872861,0.0129350612494239,0.0156975572925098
"3","1.4","0.9",43.2160955043227,0.0106894548589237,0.0138879309569369
"3","1.4","1",42.858991029425,0.0120379823612718,0.0153235107525409
"4","1","0.2",85.8475886958429,0.0284108679061839,0.036453980529615
"4","1","0.4",52.5341125671538,0.0145551909191319,0.0185355921908385
"4","1","0.6",34.9826133194393,0.0105689022432303,0.0133213503578977
"4","1","0.8",21.4003070744484,0.00594295222324762,0.00748814725974999
"4","1","0.9",14.295633598088,0.00428930815443659,0.0052826707567208
"4","1","1",0,0,0
"4","1.1","0.2",84.9714517626188,0.0626635225806041,0.067671681647364
"4","1.1","0.4",51.5977340555744,0.0616754457241169,0.0641345610455569
"4","1.1","0.6",33.8341709303654,0.0634207219000482,0.0644007767499446
"4","1.1","0.8",19.7531939361568,0.0624334280260256,0.0627863002980869
"4","1.1","0.9",11.7463875691377,0.06223365004016,0.0623189302041387
"4","1.1","1",0,0,0
"4","1.2","0.2",83.5370968091252,0.115440379865703,0.118874745900063
"4","1.2","0.4",50.5095097391101,0.119999300290286,0.121424639844723
"4","1.2","0.6",32.6576959932731,0.120153849000482,0.120678404939638
"4","1.2","0.8",17.9081018619409,0.120181703049541,0.120294847550429
"4","1.2","0.9",11.3756443164253,0.0686083494646728,0.0686835188611869
"4","1.2","1",0,0,0
"4","1.3","0.2",82.7949073094781,0.17222535292422,0.174709882481685
"4","1.3","0.4",49.591829907308,0.173770298865596,0.174731483544791
"4","1.3","0.6",31.3430435842214,0.173242689952227,0.173561510963958
"4","1.3","0.8",16.8886669044689,0.1474921779722,0.147572008387973
"4","1.3","0.9",11.4156000610167,0.069073964486101,0.0691383300159955
"4","1.3","1",0,0,0
"4","1.4","0.2",81.5918720635429,0.22628841402901,0.22782481939998
"4","1.4","0.4",48.4183752448307,0.225630311953776,0.226335621890726
"4","1.4","0.6",30.0062328171188,0.225460482732238,0.225642369435953
"4","1.4","0.8",16.9384451123789,0.148324881217574,0.148395324961894
"4","1.4","0.9",11.4064692573585,0.0689669398432391,0.0690321812057629
"4","1.4","1",0,0,0
"5","1","0.2",235.005569955714,0.0605633124143041,0.0769711122443361
"5","1","0.4",154.698165446004,0.0381907479280319,0.0481356883239805
"5","1","0.6",109.948534082739,0.022560732207234,0.0274779452334346
"5","1","0.8",71.4699163805955,0.0166288926401849,0.0213075377654673
"5","1","0.9",49.2338063498706,0.00924048307725577,0.0113760766322987
"5","1","1",0,0,0
"5","1.1","0.2",234.532019464039,0.0730457999613872,0.0933585952610367
"5","1.1","0.4",151.573843923958,0.042246863612395,0.0523443708274224
"5","1.1","0.6",105.557253487455,0.028139653426627,0.0350311279566821
"5","1.1","0.8",62.4391291851779,0.0134182608702919,0.016771626091846
"5","1.1","0.9",24.7942557710027,0.00364987875571293,0.00450808434829074
"5","1.1","1",0,0,0
"5","1.2","0.2",232.085921738576,0.104416333844407,0.123819489366736
"5","1.2","0.4",148.540651902171,0.0677279667665677,0.078569304706739
"5","1.2","0.6",100.362853005696,0.0402043814768163,0.0463193784688952
"5","1.2","0.8",46.4370652622087,0.0108949032773517,0.0129529109027751
"5","1.2","0.9",10.6516430556531,3.5066392287074e-17,7.47617995561103e-17
"5","1.2","1",0,0,0
"5","1.3","0.2",227.940440033732,0.133229347972374,0.150753269894791
"5","1.3","0.4",145.159412046693,0.0957655142386254,0.104027245020732
"5","1.3","0.6",94.7658721755879,0.0456965490392313,0.0516420885279818
"5","1.3","0.8",14.7392545633844,4.30360268977726e-17,8.28228723809367e-17
"5","1.3","0.9",10.6592966546709,3.98481730534932e-17,7.96963461069864e-17
"5","1.3","1",0,0,0
"5","1.4","0.2",226.10131288,0.162928061524504,0.176196915709712
"5","1.4","0.4",142.201892908951,0.114253764357918,0.121186430807535
"5","1.4","0.6",87.4769511496035,0.0463457795908197,0.0501142100837761
"5","1.4","0.8",14.7490260837368,4.94117345863315e-17,8.87460951404492e-17
"5","1.4","0.9",10.6573678910757,4.14420999756329e-17,8.12746447923136e-17
"5","1.4","1",0,0,0
